"category","ingredient","concern","quantity","proportion"
"fragrance-for-women","citral","low",275,0.253222836095764
"fragrance-for-women","citronellol","low",268,0.246777163904236
"fragrance-for-women","cocamidopropyl-betaine","low",3,0.00276243093922652
"fragrance-for-women","coumarin","low",171,0.157458563535912
"fragrance-for-women","denatonium-benzoate","low",41,0.0377532228360958
"fragrance-for-women","diazolidinylurea","low",1,0.000920810313075506
"fragrance-for-women","disodium-edta","low",18,0.0165745856353591
"fragrance-for-women","dmdm-hydantoin","low",2,0.00184162062615101
"fragrance-for-women","edta","low",2,0.00184162062615101
"fragrance-for-women","ethyl-paraben","low",5,0.00460405156537753
"fragrance-for-women","farnesol","low",106,0.0976058931860037
"fragrance-for-women","freesia","low",2,0.00184162062615101
"fragrance-for-women","geraniol","low",297,0.273480662983425
"fragrance-for-women","german-chamomile","low",1,0.000920810313075506
"fragrance-for-women","glucose","low",3,0.00276243093922652
"fragrance-for-women","guar-gum","low",1,0.000920810313075506
"fragrance-for-women","hexyl-cinnamal","low",130,0.119705340699816
"fragrance-for-women","hexylene-glycol","low",9,0.00828729281767956
"fragrance-for-women","hydroxycitronellal","low",149,0.13720073664825
"fragrance-for-women","imidazolidinyl-urea","low",1,0.000920810313075506
"fragrance-for-women","isoeugenol","low",88,0.0810313075506446
"fragrance-for-women","lanolin","low",2,0.00184162062615101
"fragrance-for-women","linalool","low",360,0.331491712707182
"fragrance-for-women","magnesium-stearate","low",2,0.00184162062615101
"fragrance-for-women","methyl-paraben","low",26,0.0239410681399632
"fragrance-for-women","methylisothiazolinone","low",4,0.00368324125230203
"fragrance-for-women","mica","low",14,0.0128913443830571
"fragrance-for-women","mineral-oil","low",10,0.00920810313075507
"fragrance-for-women","n-butanol","low",1,0.000920810313075506
"fragrance-for-women","n-propanol","low",2,0.00184162062615101
"fragrance-for-women","orange-oil","low",9,0.00828729281767956
"fragrance-for-women","petroleum-distillate","low",2,0.00184162062615101
"fragrance-for-women","pine-oil","low",4,0.00368324125230203
"fragrance-for-women","polymethyl-methacrylate","low",1,0.000920810313075506
"fragrance-for-women","propane","low",5,0.00460405156537753
"fragrance-for-women","propyl-paraben","low",10,0.00920810313075507
"fragrance-for-women","sodium-benzoate","low",13,0.0119705340699816
"fragrance-for-women","sodium-hydroxide","low",10,0.00920810313075507
"fragrance-for-women","sodium-laureth-sulfate","low",8,0.00736648250460405
"fragrance-for-women","sodium-lauryl-sulfate","low",2,0.00184162062615101
"fragrance-for-women","sorbic-acid","low",1,0.000920810313075506
"fragrance-for-women","talc","low",20,0.0184162062615101
"fragrance-for-women","tetrasodium-edta","low",9,0.00828729281767956
"fragrance-for-women","treemoss-extracts","low",5,0.00460405156537753
"fragrance-for-women","trisodium-edta","low",2,0.00184162062615101
"hair-spray","acetamide","high",1,0.000819000819000819
"hair-spray","benzophenone","high",22,0.018018018018018
"hair-spray","cocamide-dea","high",2,0.00163800163800164
"hair-spray","diethanolamine","high",2,0.00163800163800164
"hair-spray","dimethyl-phthalate","high",1,0.000819000819000819
"hair-spray","nitromethane","high",3,0.00245700245700246
"hair-spray","alkyl-dimethyl-benzyl-ammonium","medium",1,0.000819000819000819
"hair-spray","bronopol","medium",1,0.000819000819000819
"hair-spray","butylated-hydroxytoluene","medium",12,0.00982800982800983
"hair-spray","cyclohexyl-amine","medium",61,0.04995904995905
"hair-spray","eugenol","medium",19,0.0155610155610156
"hair-spray","iron","medium",1,0.000819000819000819
"hair-spray","limonene","medium",204,0.167076167076167
"hair-spray","phenoxyethanol","medium",98,0.0802620802620803
"hair-spray","polystyrene","medium",6,0.00491400491400491
"hair-spray","propylene-glycol","medium",274,0.224406224406224
"hair-spray","sodium-metabisulfite","medium",13,0.0106470106470106
"hair-spray","t-butyl-alcohol","medium",1,0.000819000819000819
"hair-spray","tin-oxide","medium",3,0.00245700245700246
"hair-spray","triethanolamine","medium",35,0.0286650286650287
"hair-spray","vinyl-acetate","medium",1,0.000819000819000819
"hair-spray","zinc","medium",1,0.000819000819000819
"hair-spray","1-hexadecanol","low",1,0.000819000819000819
"hair-spray","4-chloro-3_5-xylenol","low",2,0.00163800163800164
"hair-spray","acetic-acid","low",5,0.0040950040950041
"hair-spray","adipic-acid","low",2,0.00163800163800164
"hair-spray","amino-methyl-propanol","low",649,0.531531531531532
"hair-spray","ammonium-hydroxide","low",19,0.0155610155610156
"hair-spray","ammonium-nonoxynol-4-sulfate","low",1,0.000819000819000819
"hair-spray","amyl-cinnamate","low",17,0.0139230139230139
"hair-spray","aromatic-100","low",1,0.000819000819000819
"hair-spray","benzalkonium-chloride","low",3,0.00245700245700246
"hair-spray","benzoic-acid","low",3,0.00245700245700246
"hair-spray","benzyl-benzoate","low",70,0.0573300573300573
"hair-spray","benzyl-salicylate","low",73,0.0597870597870598
"hair-spray","bromelain","low",15,0.0122850122850123
"hair-spray","butane","low",65,0.0532350532350532
"hair-spray","butyl-paraben","low",15,0.0122850122850123
"hair-spray","calcium-chloride","low",1,0.000819000819000819
"hair-spray","calcium-hydroxide","low",1,0.000819000819000819
"hair-spray","carrageenan","low",1,0.000819000819000819
"hair-spray","castor-bean","low",1,0.000819000819000819
"hair-spray","chamomile-compounds","low",8,0.00655200655200655
"hair-spray","chamomile-extract","low",38,0.0311220311220311
"hair-spray","chloroxylenol","low",1,0.000819000819000819
"hair-spray","cinnamaldehyde","low",2,0.00163800163800164
"hair-spray","cinnamon","low",1,0.000819000819000819
"hair-spray","cinnamyl-alcohol","low",9,0.00737100737100737
"hair-spray","citral","low",37,0.0303030303030303
"hair-spray","citronellol","low",105,0.085995085995086
"hair-spray","cocamidopropyl-betaine","low",19,0.0155610155610156
"hair-spray","collagen","low",10,0.00819000819000819
"hair-spray","coumarin","low",46,0.0376740376740377
"hair-spray","crotonic-acid","low",1,0.000819000819000819
"hair-spray","denatonium-benzoate","low",2,0.00163800163800164
"hair-spray","diazolidinylurea","low",38,0.0311220311220311
"hair-spray","disodium-edta","low",48,0.0393120393120393
"hair-spray","dmdm-hydantoin","low",91,0.0745290745290745
"hair-spray","edta","low",39,0.0319410319410319
"hair-spray","ergocalciferol","low",4,0.00327600327600328
"hair-spray","ethyl-paraben","low",22,0.018018018018018
"hair-spray","farnesol","low",2,0.00163800163800164
"hair-spray","formic-acid","low",1,0.000819000819000819
"hair-spray","geraniol","low",106,0.0868140868140868
"hair-spray","glucose","low",1,0.000819000819000819
"hair-spray","glyoxylic-acid","low",1,0.000819000819000819
"hair-spray","guar-gum","low",1,0.000819000819000819
"hair-spray","gum-arabic","low",5,0.0040950040950041
"hair-spray","henna","low",4,0.00327600327600328
"hair-spray","hexyl-cinnamal","low",139,0.113841113841114
"hair-spray","hexylene-glycol","low",5,0.0040950040950041
"hair-spray","hops","low",4,0.00327600327600328
"hair-spray","hydrofluorocarbon152a","low",2,0.00163800163800164
"hair-spray","hydrogen-peroxide","low",1,0.000819000819000819
"hair-spray","hydroxycitronellal","low",56,0.0458640458640459
"hair-spray","imidazolidinyl-urea","low",17,0.0139230139230139
"hair-spray","iodine","low",5,0.0040950040950041
"hair-spray","iodopropynyl-butylcarbamate","low",33,0.027027027027027
"hair-spray","isoeugenol","low",12,0.00982800982800983
"hair-spray","isopropyl-alcohol","low",4,0.00327600327600328
"hair-spray","lanolin","low",11,0.00900900900900901
"hair-spray","lauramide-dea","low",5,0.0040950040950041
"hair-spray","lecithin","low",7,0.00573300573300573
"hair-spray","linalool","low",208,0.17035217035217
"hair-spray","linseed-oil","low",4,0.00327600327600328
"hair-spray","lysine-magnesium-asorbyl-phosphate","low",2,0.00163800163800164
"hair-spray","magnesium","low",1,0.000819000819000819
"hair-spray","magnesium-aspartate","low",1,0.000819000819000819
"hair-spray","maleic-acid","low",2,0.00163800163800164
"hair-spray","matricaria-extract","low",12,0.00982800982800983
"hair-spray","methacrylic-acid","low",4,0.00327600327600328
"hair-spray","methyl-acetate","low",2,0.00163800163800164
"hair-spray","methyl-paraben","low",118,0.0966420966420966
"hair-spray","methylamine","low",5,0.0040950040950041
"hair-spray","methylisothiazolinone","low",37,0.0303030303030303
"hair-spray","mica","low",11,0.00900900900900901
"hair-spray","mineral-oil","low",14,0.0114660114660115
"hair-spray","n-butanol","low",1,0.000819000819000819
"hair-spray","n-propanol","low",8,0.00655200655200655
"hair-spray","nonoxynol-10","low",1,0.000819000819000819
"hair-spray","nonoxynol-12","low",2,0.00163800163800164
"hair-spray","nonoxynol-9","low",1,0.000819000819000819
"hair-spray","octyl-dimethyl-paba","low",2,0.00163800163800164
"hair-spray","orange-oil","low",6,0.00491400491400491
"hair-spray","papain","low",15,0.0122850122850123
"hair-spray","pentane","low",1,0.000819000819000819
"hair-spray","petroleum-distillates-hydrotreated-middle","low",2,0.00163800163800164
"hair-spray","phosphoric-acid","low",5,0.0040950040950041
"hair-spray","polyethylene-glycol","low",4,0.00327600327600328
"hair-spray","polypropylene-glycol","low",1,0.000819000819000819
"hair-spray","potassium-hydroxide","low",57,0.0466830466830467
"hair-spray","propane","low",64,0.0524160524160524
"hair-spray","propyl-paraben","low",72,0.058968058968059
"hair-spray","quaternium-15","low",3,0.00245700245700246
"hair-spray","quillaja","low",1,0.000819000819000819
"hair-spray","salicylic-acid","low",1,0.000819000819000819
"hair-spray","sodium-benzoate","low",87,0.0712530712530713
"hair-spray","sodium-cocoyl-isothionate","low",1,0.000819000819000819
"hair-spray","sodium-hydrosulfide","low",1,0.000819000819000819
"hair-spray","sodium-hydroxide","low",10,0.00819000819000819
"hair-spray","sodium-hydroxymethylglycinate","low",2,0.00163800163800164
"hair-spray","sodium-laureth-sulfate","low",2,0.00163800163800164
"hair-spray","sodium-lauryl-sulfate","low",1,0.000819000819000819
"hair-spray","sorbic-acid","low",7,0.00573300573300573
"hair-spray","sulfur","low",1,0.000819000819000819
"hair-spray","sunflower","low",3,0.00245700245700246
"hair-spray","tergitol_r-np-10-nonionic","low",5,0.0040950040950041
"hair-spray","tert-butylaminoethyl-methacrylate","low",2,0.00163800163800164
"hair-spray","tetrasodium-edta","low",16,0.0131040131040131
"hair-spray","thiamine-nitrate","low",1,0.000819000819000819
"hair-spray","treemoss-extracts","low",1,0.000819000819000819
"hair-spray","tris_2-hydroxypropyl_amine","low",3,0.00245700245700246
"hair-spray","trisodium-edta","low",1,0.000819000819000819
"hair-spray","wheat-flour","low",5,0.0040950040950041
"hair-spray","xylose","low",1,0.000819000819000819
"hand-sanitizer","cocamide-dea","high",2,0.00743494423791822
"hand-sanitizer","triclosan","high",15,0.0557620817843866
"hand-sanitizer","alkyl-dimethyl-benzyl-ammonium","medium",1,0.00371747211895911
"hand-sanitizer","bis_isopropyl_amine","medium",19,0.0706319702602231
"hand-sanitizer","bronopol","medium",3,0.0111524163568773
"hand-sanitizer","eugenol","medium",4,0.0148698884758364
"hand-sanitizer","hydrochloric-acid","medium",1,0.00371747211895911
"hand-sanitizer","limonene","medium",16,0.0594795539033457
"hand-sanitizer","phenoxyethanol","medium",34,0.12639405204461
"hand-sanitizer","propylene-glycol","medium",80,0.297397769516729
"hand-sanitizer","triethanolamine","medium",18,0.0669144981412639
"hand-sanitizer","amino-methyl-propanol","low",44,0.163568773234201
"hand-sanitizer","ammonium-laureth-sulfate","low",1,0.00371747211895911
"hand-sanitizer","benzalkonium-chloride","low",25,0.0929368029739777
"hand-sanitizer","benzyl-benzoate","low",1,0.00371747211895911
"hand-sanitizer","benzyl-salicylate","low",4,0.0148698884758364
"hand-sanitizer","butyl-paraben","low",1,0.00371747211895911
"hand-sanitizer","chamomile","low",2,0.00743494423791822
"hand-sanitizer","chamomile-compounds","low",3,0.0111524163568773
"hand-sanitizer","chamomile-extract","low",10,0.0371747211895911
"hand-sanitizer","cinnamaldehyde","low",1,0.00371747211895911
"hand-sanitizer","cinnamon","low",2,0.00743494423791822
"hand-sanitizer","cinnamyl-alcohol","low",2,0.00743494423791822
"hand-sanitizer","citral","low",3,0.0111524163568773
"hand-sanitizer","citronellol","low",4,0.0148698884758364
"hand-sanitizer","cocamidopropyl-betaine","low",6,0.0223048327137546
"hand-sanitizer","coumarin","low",3,0.0111524163568773
"hand-sanitizer","denatonium-benzoate","low",1,0.00371747211895911
"hand-sanitizer","diazolidinylurea","low",14,0.0520446096654275
"hand-sanitizer","disodium-edta","low",36,0.133828996282528
"hand-sanitizer","dmdm-hydantoin","low",7,0.0260223048327138
"hand-sanitizer","edta","low",9,0.033457249070632
"hand-sanitizer","ethyl-paraben","low",5,0.0185873605947955
"hand-sanitizer","geraniol","low",7,0.0260223048327138
"hand-sanitizer","hexyl-cinnamal","low",3,0.0111524163568773
"hand-sanitizer","hydrogen-peroxide","low",1,0.00371747211895911
"hand-sanitizer","hydroxycitronellal","low",2,0.00743494423791822
"hand-sanitizer","hypochlorite","low",1,0.00371747211895911
"hand-sanitizer","iodopropynyl-butylcarbamate","low",8,0.0297397769516729
"hand-sanitizer","isopropyl-alcohol","low",30,0.111524163568773
"hand-sanitizer","linalool","low",9,0.033457249070632
"hand-sanitizer","maleic-acid","low",1,0.00371747211895911
"hand-sanitizer","methyl-paraben","low",33,0.122676579925651
"hand-sanitizer","methylisothiazolinone","low",3,0.0111524163568773
"hand-sanitizer","nonoxynol-9","low",1,0.00371747211895911
"hand-sanitizer","orange-oil","low",10,0.0371747211895911
"hand-sanitizer","polyethylene-glycol","low",1,0.00371747211895911
"hand-sanitizer","polysorbate","low",1,0.00371747211895911
"hand-sanitizer","potassium-hydroxide","low",2,0.00743494423791822
"hand-sanitizer","propane","low",1,0.00371747211895911
"hand-sanitizer","propyl-paraben","low",20,0.0743494423791822
"hand-sanitizer","quaternium-15","low",2,0.00743494423791822
"hand-sanitizer","sodium-benzoate","low",15,0.0557620817843866
"hand-sanitizer","sodium-hydroxide","low",11,0.0408921933085502
"hand-sanitizer","sodium-hydroxymethylglycinate","low",4,0.0148698884758364
"hand-sanitizer","sodium-laureth-sulfate","low",2,0.00743494423791822
"hand-sanitizer","sorbic-acid","low",1,0.00371747211895911
"hand-sanitizer","tea","low",1,0.00371747211895911
"hand-sanitizer","tetrasodium-edta","low",3,0.0111524163568773
"moisturizer","antimony","high",1,0.000168463611859838
"moisturizer","arsenic","high",1,0.000168463611859838
"moisturizer","barium-lake","high",1,0.000168463611859838
"moisturizer","barium-sulfate","high",6,0.00101078167115903
"moisturizer","benzophenone","high",8,0.00134770889487871
"moisturizer","beryllium-2","high",1,0.000168463611859838
"moisturizer","bromine","high",1,0.000168463611859838
"moisturizer","butylated-hydroxyanisole","high",41,0.00690700808625337
"moisturizer","cadmium","high",1,0.000168463611859838
"moisturizer","cobalt","high",1,0.000168463611859838
"moisturizer","cocamide-dea","high",8,0.00134770889487871
"moisturizer","cyclohexane","high",5,0.000842318059299191
"moisturizer","diethanolamine","high",6,0.00101078167115903
"moisturizer","diethyl-phthalate","high",2,0.000336927223719677
"moisturizer","lead","high",1,0.000168463611859838
"moisturizer","nickel","high",1,0.000168463611859838
"moisturizer","phosphorus","high",1,0.000168463611859838
"moisturizer","progesterone","high",1,0.000168463611859838
"moisturizer","triclosan","high",16,0.00269541778975741
"moisturizer","acetaminophen","medium",1,0.000168463611859838
"moisturizer","alkyl-dimethyl-benzyl-ammonium","medium",11,0.00185309973045822
"moisturizer","barium","medium",1,0.000168463611859838
"moisturizer","benzocaine","medium",1,0.000168463611859838
"moisturizer","bis_isopropyl_amine","medium",4,0.000673854447439353
"moisturizer","bismuth","medium",1,0.000168463611859838
"moisturizer","boron","medium",1,0.000168463611859838
"moisturizer","bronopol","medium",15,0.00252695417789757
"moisturizer","butylated-hydroxytoluene","medium",459,0.0773247978436658
"moisturizer","chlorhexidine","medium",1,0.000168463611859838
"moisturizer","chromium","medium",1,0.000168463611859838
"moisturizer","ethylenediamine","medium",1,0.000168463611859838
"moisturizer","eugenol","medium",140,0.0235849056603774
"moisturizer","gold","medium",1,0.000168463611859838
"moisturizer","hydrochloric-acid","medium",1,0.000168463611859838
"moisturizer","hydroquinone","medium",16,0.00269541778975741
"moisturizer","indium","medium",1,0.000168463611859838
"moisturizer","iron","medium",4,0.000673854447439353
"moisturizer","limonene","medium",653,0.110006738544474
"moisturizer","lithium","medium",1,0.000168463611859838
"moisturizer","manganese","medium",4,0.000673854447439353
"moisturizer","methyl-methacrylate","medium",2,0.000336927223719677
"moisturizer","phenoxyethanol","medium",2206,0.371630727762803
"moisturizer","platinum","medium",1,0.000168463611859838
"moisturizer","propylene-glycol","medium",1129,0.190195417789757
"moisturizer","resorcinol","medium",2,0.000336927223719677
"moisturizer","silver_i-chloride","medium",3,0.000505390835579515
"moisturizer","sodium-metabisulfite","medium",18,0.00303234501347709
"moisturizer","strontium","medium",1,0.000168463611859838
"moisturizer","t-butyl-alcohol","medium",2,0.000336927223719677
"moisturizer","thallium","medium",1,0.000168463611859838
"moisturizer","tin","medium",1,0.000168463611859838
"moisturizer","tin-oxide","medium",31,0.00522237196765499
"moisturizer","triethanolamine","medium",1212,0.204177897574124
"moisturizer","vanadium","medium",1,0.000168463611859838
"moisturizer","zinc","medium",6,0.00101078167115903
"moisturizer","zinc-chloride","medium",45,0.00758086253369272
"moisturizer","1_3-butanediol","low",2,0.000336927223719677
"moisturizer","1-hexadecanol","low",10,0.00168463611859838
"moisturizer","acetic-acid","low",4,0.000673854447439353
"moisturizer","amino-methyl-propanol","low",138,0.0232479784366577
"moisturizer","ammonium-chloride","low",2,0.000336927223719677
"moisturizer","ammonium-hydroxide","low",52,0.00876010781671159
"moisturizer","ammonium-laureth-sulfate","low",6,0.00101078167115903
"moisturizer","amyl-cinnamate","low",15,0.00252695417789757
"moisturizer","anisyl-alcohol","low",4,0.000673854447439353
"moisturizer","anthemis-nobilis-chamomile-flower","low",35,0.00589622641509434
"moisturizer","arabidopsis-thaliana-extract","low",1,0.000168463611859838
"moisturizer","azelaic-acid","low",2,0.000336927223719677
"moisturizer","benzalkonium-chloride","low",32,0.00539083557951483
"moisturizer","benzoic-acid","low",123,0.0207210242587601
"moisturizer","benzoyl-peroxide","low",2,0.000336927223719677
"moisturizer","benzyl-benzoate","low",187,0.0315026954177898
"moisturizer","benzyl-cinnamate","low",14,0.00235849056603774
"moisturizer","benzyl-salicylate","low",206,0.0347035040431267
"moisturizer","boric-acid","low",8,0.00134770889487871
"moisturizer","boron-nitride","low",82,0.0138140161725067
"moisturizer","bromelain","low",5,0.000842318059299191
"moisturizer","butyl-paraben","low",345,0.0581199460916442
"moisturizer","butyrolactone","low",1,0.000168463611859838
"moisturizer","calcium-chloride","low",2,0.000336927223719677
"moisturizer","calcium-hydroxide","low",2,0.000336927223719677
"moisturizer","carmine","low",8,0.00134770889487871
"moisturizer","carrageenan","low",35,0.00589622641509434
"moisturizer","casein","low",3,0.000505390835579515
"moisturizer","cerium","low",1,0.000168463611859838
"moisturizer","cesium","low",1,0.000168463611859838
"moisturizer","chamomile","low",25,0.00421159029649596
"moisturizer","chamomile-compounds","low",77,0.0129716981132075
"moisturizer","chamomile-extract","low",366,0.0616576819407008
"moisturizer","chamomile-matricaria-recutita-flowers","low",2,0.000336927223719677
"moisturizer","cinnamaldehyde","low",18,0.00303234501347709
"moisturizer","cinnamon","low",13,0.0021900269541779
"moisturizer","cinnamyl-alcohol","low",29,0.00488544474393531
"moisturizer","citral","low",293,0.0493598382749326
"moisturizer","citronellol","low",420,0.0707547169811321
"moisturizer","cocamidopropyl-betaine","low",57,0.00960242587601078
"moisturizer","coffee-beans","low",2,0.000336927223719677
"moisturizer","collagen","low",58,0.00977088948787062
"moisturizer","coumarin","low",191,0.0321765498652291
"moisturizer","denatonium-benzoate","low",40,0.00673854447439353
"moisturizer","diazolidinylurea","low",452,0.0761455525606469
"moisturizer","diisopropanolamine","low",3,0.000505390835579515
"moisturizer","dipentene","low",4,0.000673854447439353
"moisturizer","dipropylene-glycol-dibenzoate","low",5,0.000842318059299191
"moisturizer","disodium-edta","low",1142,0.192385444743935
"moisturizer","dmdm-hydantoin","low",569,0.095855795148248
"moisturizer","edta","low",501,0.084400269541779
"moisturizer","ergocalciferol","low",15,0.00252695417789757
"moisturizer","ethyl-paraben","low",467,0.0786725067385445
"moisturizer","farnesol","low",69,0.0116239892183288
"moisturizer","fatty-acids-tallow-hydrogenated","low",1,0.000168463611859838
"moisturizer","fenugreek","low",3,0.000505390835579515
"moisturizer","ferric-oxide","low",2,0.000336927223719677
"moisturizer","fluorine","low",1,0.000168463611859838
"moisturizer","fumaric-acid","low",1,0.000168463611859838
"moisturizer","gallium","low",1,0.000168463611859838
"moisturizer","geraniol","low",454,0.0764824797843666
"moisturizer","german-chamomile","low",2,0.000336927223719677
"moisturizer","germanium","low",1,0.000168463611859838
"moisturizer","glucose","low",85,0.0143194070080863
"moisturizer","guar-gum","low",27,0.00454851752021563
"moisturizer","hexyl-cinnamal","low",263,0.0443059299191375
"moisturizer","hexylene-glycol","low",190,0.0320080862533693
"moisturizer","hops","low",10,0.00168463611859838
"moisturizer","hydrogen","low",1,0.000168463611859838
"moisturizer","hydrogen-peroxide","low",12,0.00202156334231806
"moisturizer","hydroxycitronellal","low",116,0.0195417789757412
"moisturizer","hydroxyethyl-acrylate","low",1,0.000168463611859838
"moisturizer","imidazolidinyl-urea","low",243,0.0409366576819407
"moisturizer","iodine","low",1,0.000168463611859838
"moisturizer","iodopropynyl-butylcarbamate","low",293,0.0493598382749326
"moisturizer","isoeugenol","low",38,0.00640161725067385
"moisturizer","isopropyl-alcohol","low",12,0.00202156334231806
"moisturizer","kaolin","low",34,0.0057277628032345
"moisturizer","lanolin","low",143,0.0240902964959569
"moisturizer","lauric-acid","low",3,0.000505390835579515
"moisturizer","lecithin","low",453,0.0763140161725067
"moisturizer","lidocaine","low",5,0.000842318059299191
"moisturizer","linalool","low",697,0.117419137466307
"moisturizer","linseed-oil","low",21,0.0035377358490566
"moisturizer","lysine-magnesium-asorbyl-phosphate","low",8,0.00134770889487871
"moisturizer","magnesium","low",9,0.00151617250673854
"moisturizer","magnesium-ascorbyl-palmitate","low",5,0.000842318059299191
"moisturizer","magnesium-aspartate","low",30,0.00505390835579515
"moisturizer","magnesium-gluconate","low",9,0.00151617250673854
"moisturizer","magnesium-ii-nitrate","low",1,0.000168463611859838
"moisturizer","magnesium-myristate","low",2,0.000336927223719677
"moisturizer","magnesium-oxide","low",3,0.000505390835579515
"moisturizer","magnesium-palmitoyl-glutamate","low",3,0.000505390835579515
"moisturizer","magnesium-pca","low",1,0.000168463611859838
"moisturizer","magnesium-stearate","low",17,0.00286388140161725
"moisturizer","maleic-acid","low",5,0.000842318059299191
"moisturizer","matricaria-extract","low",77,0.0129716981132075
"moisturizer","methacrylic-acid","low",1,0.000168463611859838
"moisturizer","methyl-lactate","low",29,0.00488544474393531
"moisturizer","methyl-paraben","low",2088,0.351752021563342
"moisturizer","methylisothiazolinone","low",187,0.0315026954177898
"moisturizer","mica","low",333,0.0560983827493261
"moisturizer","mineral-oil","low",850,0.143194070080863
"moisturizer","molybdenum","low",1,0.000168463611859838
"moisturizer","n-decanoic-acid","low",1,0.000168463611859838
"moisturizer","nitrogen","low",5,0.000842318059299191
"moisturizer","nonoxynol-9","low",7,0.00117924528301887
"moisturizer","oak-moss-extract","low",1,0.000168463611859838
"moisturizer","octyl-dimethyl-paba","low",5,0.000842318059299191
"moisturizer","orange-oil","low",117,0.0197102425876011
"moisturizer","osmium","low",1,0.000168463611859838
"moisturizer","palladium","low",1,0.000168463611859838
"moisturizer","pancreatin","low",1,0.000168463611859838
"moisturizer","papain","low",4,0.000673854447439353
"moisturizer","paprika","low",1,0.000168463611859838
"moisturizer","pectin","low",5,0.000842318059299191
"moisturizer","pepsin","low",1,0.000168463611859838
"moisturizer","petroleum-distillates-hydrotreated-middle","low",2,0.000336927223719677
"moisturizer","phosphoric-acid","low",10,0.00168463611859838
"moisturizer","phosphorous-acid","low",3,0.000505390835579515
"moisturizer","pine-oil","low",8,0.00134770889487871
"moisturizer","polyethylene-glycol","low",7,0.00117924528301887
"moisturizer","polyethylene-glycol-monostearate","low",7,0.00117924528301887
"moisturizer","polymethyl-methacrylate","low",48,0.00808625336927224
"moisturizer","polypropylene","low",5,0.000842318059299191
"moisturizer","polysorbate","low",10,0.00168463611859838
"moisturizer","potassium","low",5,0.000842318059299191
"moisturizer","potassium-hydroxide","low",232,0.0390835579514825
"moisturizer","potassium-iodide","low",1,0.000168463611859838
"moisturizer","promexal-x50-preservative","low",1,0.000168463611859838
"moisturizer","propane","low",12,0.00202156334231806
"moisturizer","propyl-gallate","low",11,0.00185309973045822
"moisturizer","propyl-paraben","low",1620,0.272911051212938
"moisturizer","propylene-carbonate","low",21,0.0035377358490566
"moisturizer","quaternium-15","low",40,0.00673854447439353
"moisturizer","quillaja","low",2,0.000336927223719677
"moisturizer","rhodium","low",1,0.000168463611859838
"moisturizer","rose-hips","low",24,0.00404312668463612
"moisturizer","saccharin","low",1,0.000168463611859838
"moisturizer","salicylic-acid","low",81,0.0136455525606469
"moisturizer","silver","low",3,0.000505390835579515
"moisturizer","sodium","low",3,0.000505390835579515
"moisturizer","sodium-acrylate","low",7,0.00117924528301887
"moisturizer","sodium-benzoate","low",371,0.0625
"moisturizer","sodium-bisulfate","low",1,0.000168463611859838
"moisturizer","sodium-bisulfite","low",8,0.00134770889487871
"moisturizer","sodium-carbonate","low",2,0.000336927223719677
"moisturizer","sodium-cocoyl-isothionate","low",24,0.00404312668463612
"moisturizer","sodium-hydroxide","low",791,0.133254716981132
"moisturizer","sodium-hydroxymethylglycinate","low",63,0.0106132075471698
"moisturizer","sodium-laureth-sulfate","low",30,0.00505390835579515
"moisturizer","sodium-lauryl-sulfate","low",62,0.01044474393531
"moisturizer","sorbic-acid","low",143,0.0240902964959569
"moisturizer","sorbitan-monolaurate","low",1,0.000168463611859838
"moisturizer","sorbitan-sesquioleate","low",19,0.00320080862533693
"moisturizer","stearamide","low",1,0.000168463611859838
"moisturizer","sulfur","low",4,0.000673854447439353
"moisturizer","sunflower","low",17,0.00286388140161725
"moisturizer","talc","low",76,0.0128032345013477
"moisturizer","tea","low",1,0.000168463611859838
"moisturizer","tellurium","low",1,0.000168463611859838
"moisturizer","tergitol_r-np-10-nonionic","low",1,0.000168463611859838
"moisturizer","tetrasodium-edta","low",398,0.0670485175202156
"moisturizer","theobromine","low",1,0.000168463611859838
"moisturizer","theophylline","low",2,0.000336927223719677
"moisturizer","thymol","low",1,0.000168463611859838
"moisturizer","titanium","low",2,0.000336927223719677
"moisturizer","tragacanth-gum","low",4,0.000673854447439353
"moisturizer","treemoss-extracts","low",2,0.000336927223719677
"moisturizer","trisodium-edta","low",60,0.0101078167115903
"moisturizer","tungsten","low",1,0.000168463611859838
"moisturizer","tyrosine","low",11,0.00185309973045822
"moisturizer","vitamin-k","low",2,0.000336927223719677
"moisturizer","wheat-flour","low",2,0.000336927223719677
"moisturizer","white-mineral-oil-petroleum","low",3,0.000505390835579515
"moisturizer","xylose","low",1,0.000168463611859838
"moisturizer","zinc-sulfate","low",5,0.000842318059299191
"moisturizer","zirconium","low",1,0.000168463611859838
"mouthwash","chlorine-dioxide","high",1,0.00231481481481481
"mouthwash","eugenol","medium",2,0.00462962962962963
"mouthwash","limonene","medium",4,0.00925925925925926
"mouthwash","propylene-glycol","medium",60,0.138888888888889
"mouthwash","sodium-fluoride","medium",65,0.150462962962963
"mouthwash","zinc","medium",1,0.00231481481481481
"mouthwash","zinc-chloride","medium",32,0.0740740740740741
"mouthwash","acetic-acid","low",1,0.00231481481481481
"mouthwash","benzoic-acid","low",141,0.326388888888889
"mouthwash","boric-acid","low",2,0.00462962962962963
"mouthwash","calcium-chloride","low",3,0.00694444444444444
"mouthwash","calcium-disodium-edta","low",20,0.0462962962962963
